"Bilateral Estimates of Migrant Stocks in 2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Destination country (across)                                                              -                                                                                        Source country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Curacao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","South Sudan","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Other North","Other South","World"
"Libya","0.0","0.0","4665.0","0.0","0.0","0.0","0.0","81.0","0.0","0.0","2581.0","448.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","3.0","12.0","0.0","97.0","0.0","207.0","0.0","0.0","0.0","0.0","0.0","4065.0","0.0","0.0","977.0","0.0","28.0","427.0","3.0","0.0","0.0","0.0","12.0","4121.0","0.0","5.0","0.0","269.0","387.0","239.0","0.0","0.0","38.0","18.0","8648.0","0.0","0.0","0.0","4.0","0.0","3.0","0.0","183.0","2180.0","0.0","0.0","0.0","0.0","4025.0","0.0","245.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","347.0","2.0","0.0","1979.0","0.0","0.0","729.0","0.0","17574.0","38548.0","0.0","0.0","848.0","0.0","45.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","314.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","0.0","2721.0","0.0","0.0","1061.0","0.0","300.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","1569.0","0.0","0.0","0.0","0.0","917.0","0.0","0.0","17.0","163.0","0.0","0.0","515.0","0.0","0.0","0.0","34.0","0.0","0.0","6.0","49.0","257.0","30.0","0.0","0.0","27.0","262.0","0.0","0.0","0.0","0.0","0.0","0.0","458.0","4.0","0.0","0.0","0.0","45.0","65.0","0.0","0.0","152.0","145.0","0.0","0.0","0.0","0.0","0.0","0.0","1604.0","0.0","0.0","1866.0","1083.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2093.0","4549.0","0.0","0.0","0.0","0.0","89.0","0.0","20069.0","873.0","10.0","0.0","0.0","111.0","11278.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","146839.0"
"Liechtenstein","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","2.0","22.0","369.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","69.0","0.0","0.0","0.0","0.0","3.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","11.0","20.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","24.0","0.0","0.0","0.0","0.0","292.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","9.0","0.0","0.0","178.0","0.0","0.0","1.0","0.0","69.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","0.0","210.0","0.0","0.0","2.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","23.0","0.0","0.0","0.0","0.0","107.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","2453.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35.0","0.0","0.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4023.0"
"Lithuania","0.0","0.0","0.0","0.0","0.0","0.0","0.0","371.0","0.0","0.0","3395.0","886.0","4151.0","0.0","0.0","0.0","0.0","16562.0","2071.0","0.0","0.0","5.0","0.0","8.0","0.0","0.0","640.0","0.0","113.0","0.0","0.0","0.0","0.0","0.0","7514.0","0.0","0.0","0.0","0.0","23.0","100.0","44.0","0.0","0.0","0.0","8.0","0.0","0.0","7.0","0.0","109.0","945.0","8666.0","0.0","0.0","25.0","21.0","7.0","0.0","0.0","0.0","1816.0","0.0","55.0","0.0","825.0","2521.0","0.0","0.0","0.0","2478.0","39386.0","0.0","371.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","157.0","1400.0","0.0","0.0","0.0","0.0","34600.0","0.0","3937.0","5426.0","0.0","0.0","4.0","3384.0","2.0","0.0","0.0","0.0","0.0","0.0","2943.0","0.0","21000.0","0.0","0.0","0.0","0.0","0.0","0.0","543.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0","0.0","0.0","0.0","66.0","0.0","5946.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3608.0","0.0","0.0","0.0","0.0","0.0","0.0","32956.0","0.0","0.0","0.0","40.0","0.0","0.0","7.0","0.0","54057.0","377.0","0.0","0.0","8.0","68834.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","81.0","70.0","0.0","0.0","296.0","0.0","19739.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","9624.0","1244.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","386.0","2904.0","0.0","0.0","0.0","25097.0","0.0","133116.0","44893.0","104.0","18776.0","0.0","120.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","588897.0"
"Luxembourg","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.0","0.0","0.0","246.0","744.0","0.0","0.0","0.0","0.0","0.0","0.0","9244.0","0.0","0.0","3.0","0.0","4.0","0.0","0.0","55.0","0.0","9.0","0.0","0.0","4.0","0.0","0.0","734.0","0.0","0.0","0.0","0.0","19.0","0.0","22.0","0.0","0.0","0.0","9.0","0.0","0.0","0.0","0.0","13.0","27.0","489.0","0.0","0.0","38.0","39.0","7.0","0.0","0.0","0.0","13.0","0.0","8.0","0.0","91.0","12999.0","0.0","0.0","0.0","0.0","21730.0","0.0","717.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","149.0","135.0","0.0","0.0","0.0","0.0","155.0","0.0","0.0","5092.0","0.0","0.0","3.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","5.0","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","16.0","0.0","0.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1079.0","0.0","0.0","1.0","0.0","0.0","0.0","131.0","0.0","0.0","0.0","3.0","0.0","0.0","18.0","0.0","248.0","4056.0","0.0","0.0","24.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","60.0","83.0","0.0","0.0","20.0","0.0","1444.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","293.0","2378.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","69.0","0.0","0.0","0.0","0.0","45.0","0.0","0.0","3076.0","1.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","65980.0"
"Macao SAR, China","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","3063.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6962.0","0.0","0.0","0.0","0.0","11.0","24318.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","70454.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","89.0","0.0","0.0","0.0","12.0","0.0","0.0","0.0","0.0","0.0","2063.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20157.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9611.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","136821.0"
"Macedonia, FYR","0.0","4764.0","0.0","0.0","0.0","0.0","0.0","32.0","0.0","2.0","53225.0","21700.0","0.0","5.0","0.0","0.0","0.0","0.0","6536.0","0.0","0.0","1.0","0.0","7.0","1809.0","0.0","38.0","0.0","2558.0","0.0","0.0","0.0","0.0","0.0","9780.0","0.0","0.0","0.0","0.0","505.0","0.0","3.0","0.0","0.0","0.0","2.0","0.0","20677.0","0.0","0.0","23.0","4181.0","2908.0","0.0","0.0","8.0","128.0","51.0","0.0","0.0","0.0","4.0","0.0","11.0","0.0","131.0","4374.0","0.0","0.0","0.0","0.0","114083.0","0.0","3390.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","156.0","32.0","0.0","0.0","0.0","0.0","593.0","0.0","0.0","68714.0","0.0","0.0","76.0","0.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","138.0","12.0","366.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","98.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","4.0","1620.0","0.0","0.0","0.0","0.0","0.0","123.0","0.0","0.0","0.0","0.0","0.0","0.0","2401.0","0.0","0.0","0.0","9.0","0.0","0.0","144.0","0.0","284.0","283.0","0.0","0.0","538.0","248.0","0.0","0.0","1.0","0.0","0.0","0.0","42568.0","0.0","0.0","0.0","0.0","525.0","19250.0","0.0","0.0","114.0","0.0","608.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5697.0","57907.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","83000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","89837.0","2.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","626312.0"
"Madagascar","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","0.0","268.0","73.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","4.0","0.0","584.0","36.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","2527.0","0.0","0.0","0.0","0.0","11.0","238.0","5.0","9607.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","11.0","63.0","58.0","0.0","0.0","25.0","14.0","21.0","0.0","0.0","0.0","1.0","0.0","8.0","0.0","16.0","119837.0","0.0","0.0","0.0","0.0","827.0","0.0","49.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0","1.0","0.0","0.0","0.0","0.0","30.0","0.0","0.0","1900.0","0.0","0.0","1.0","0.0","108.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1631.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","180.0","0.0","0.0","1.0","0.0","0.0","0.0","467.0","0.0","0.0","0.0","6.0","0.0","0.0","6.0","0.0","12.0","27.0","0.0","0.0","1.0","82.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","762.0","0.0","0.0","0.0","18.0","23.0","0.0","0.0","424.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","105.0","1745.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","49.0","0.0","0.0","1711.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","17982.0","5256.0","166886.0"
"Malawi","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","9.0","1071.0","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","0.0","6.0","0.0","4190.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","570.0","0.0","0.0","0.0","0.0","3.0","0.0","8.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","11.0","40.0","87.0","0.0","0.0","0.0","0.0","39.0","0.0","0.0","765.0","0.0","0.0","0.0","0.0","20.0","96.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","293.0","0.0","0.0","176.0","0.0","0.0","5.0","0.0","347.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","76058.0","0.0","0.0","0.0","285.0","0.0","0.0","0.0","0.0","0.0","0.0","110.0","0.0","0.0","0.0","1.0","0.0","0.0","2.0","0.0","0.0","473.0","0.0","0.0","1.0","29.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","0.0","0.0","0.0","7.0","2.0","0.0","0.0","70038.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76.0","109.0","0.0","0.0","12226.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","8.0","0.0","0.0","16137.0","1731.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3940.0","98384.0","1.0","0.0","287469.0"
"Malaysia","0.0","0.0","1760.0","0.0","0.0","0.0","0.0","82.0","0.0","0.0","145227.0","470.0","0.0","14.0","0.0","229245.0","0.0","0.0","0.0","0.0","0.0","49.0","12.0","3.0","0.0","0.0","122.0","643.0","2.0","0.0","0.0","0.0","175.0","0.0","26127.0","26.0","0.0","0.0","0.0","31.0","10954.0","11.0","0.0","0.0","0.0","31.0","0.0","0.0","0.0","0.0","52.0","832.0","833.0","0.0","0.0","50.0","53.0","3262.0","8.0","0.0","0.0","2.0","0.0","19.0","0.0","443.0","2531.0","0.0","0.0","0.0","0.0","4810.0","0.0","4.0","0.0","0.0","0.0","7.0","2.0","0.0","0.0","0.0","0.0","15091.0","126.0","34.0","12672.0","1979.0","0.0","0.0","3553.0","0.0","0.0","625.0","0.0","9237.0","247.0","0.0","47.0","0.0","189.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7766.0","0.0","0.0","28.0","0.0","0.0","0.0","0.0","0.0","87.0","0.0","40.0","0.0","0.0","143.0","62.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3521.0","0.0","16353.0","0.0","0.0","0.0","0.0","807.0","0.0","0.0","0.0","25.0","518.0","0.0","53.0","798.0","44.0","50.0","0.0","0.0","1.0","1508.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","0.0","1044994.0","0.0","14.0","14.0","0.0","0.0","849.0","0.0","0.0","173.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1473.0","2350.0","0.0","0.0","0.0","8199.0","173.0","0.0","0.0","0.0","0.0","394.0","0.0","0.0","0.0","0.0","4.0","0.0","56318.0","64619.0","5.0","0.0","7.0","28.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","1683132.0"
"Maldives","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","503.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","9.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","34.0","0.0","0.0","0.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","4.0","9.0","0.0","0.0","0.0","3.0","77.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","53.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","203.0","0.0","0.0","0.0","8.0","0.0","0.0","30.0","0.0","0.0","0.0","0.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","0.0","0.0","1.0","0.0","0.0","0.0","9.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","3.0","45.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","53.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","65.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1254.0"
"Mali","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","1.0","65.0","97.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1231.0","0.0","0.0","1.0","0.0","0.0","6.0","0.0","1.0","45208.0","0.0","6.0","0.0","13111.0","1115.0","0.0","792.0","0.0","0.0","111.0","556.0","2.0","0.0","0.0","25160.0","1.0","400332.0","0.0","0.0","0.0","0.0","63.0","50.0","0.0","0.0","17.0","3.0","140.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","69246.0","0.0","52549.0","7867.0","0.0","1006.0","7819.0","4.0","0.0","0.0","0.0","0.0","9873.0","0.0","0.0","0.0","0.0","0.0","23.0","1.0","0.0","0.0","0.0","0.0","42.0","0.0","0.0","1226.0","0.0","0.0","14.0","0.0","48.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1326.0","332.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28722.0","0.0","13.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","167.0","0.0","0.0","2.0","46584.0","126631.0","0.0","45.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","33.0","118.0","0.0","0.0","1.0","72.0","0.0","0.0","0.0","133.0","0.0","26193.0","0.0","0.0","743.0","0.0","0.0","0.0","9.0","0.0","0.0","101.0","165.0","21610.0","0.0","0.0","0.0","0.0","0.0","691.0","0.0","0.0","123.0","442.0","0.0","0.0","0.0","0.0","0.0","2371.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","30.0","0.0","0.0","740.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","109.0","0.0","0.0","356.0","895684.0"
"Malta","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","0.0","0.0","52346.0","106.0","0.0","5.0","0.0","0.0","0.0","0.0","531.0","0.0","0.0","8.0","0.0","4.0","0.0","0.0","28.0","0.0","37.0","0.0","0.0","0.0","0.0","0.0","9438.0","0.0","0.0","0.0","0.0","19.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","39.0","36.0","99.0","0.0","0.0","46.0","32.0","1.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","36.0","493.0","0.0","0.0","0.0","0.0","595.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","39.0","3.0","0.0","0.0","0.0","0.0","375.0","0.0","0.0","1881.0","0.0","0.0","7.0","0.0","383.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","245.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","326.0","0.0","0.0","0.0","0.0","0.0","0.0","90.0","0.0","0.0","0.0","3.0","0.0","0.0","27.0","0.0","15.0","46.0","0.0","0.0","8.0","52.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","13.0","0.0","0.0","239.0","0.0","302.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","158.0","294.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","65.0","0.0","0.0","0.0","0.0","7.0","0.0","29101.0","12245.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","109892.0"
"Marshall Islands","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","0.0","0.0","273.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","260.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","53.0","3.0","0.0","0.0","45.0","0.0","0.0","0.0","2.0","14.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9038.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9768.0"
