"Bilateral Remittance Estimates for 2012 using Migrant Stocks, Host Country Incomes, and Origin Country Incomes (millions of US$) (May 2013 Version)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Côte d'Ivoire","Croatia","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mayotte","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","Netherlands Antilles","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","São Tomé and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Total"
"Australia","6.68337678909302","2.00032734870911","1.95482707023621","","","0.000220625865040347","0.0170601923018694","8.79239845275879","2.21908092498779","","0.0","106.572822570801","0.454440087080002","","","85.3374404907227","0.333939522504807","0.594165444374084","140.431243896484","0.168830826878548","0.0200562365353107","","0.0647765770554543","1.39144551753998","52.3519859313965","1.11816620826721","38.7604141235352","","4.24305057525635","0.0050819031894207","0.504716336727142","22.58935546875","0.10479062050581","","0.0346425920724869","","","","","0.151139289140701","2107.26440429688","15.659704208374","","","","1.75878739356995","0.248944476246834","136.342987060547","","16.8546314239502","80.9921493530273","53.5497627258301","0.302409827709198","0.00456509087234735","0.347145438194275","4.46314764022827","256.252746582031","33.9601249694824","","","5.82064151763916","8.29837131500244","","55.1171951293945","25.8633327484131","287.702514648438","","","0.354729980230331","0.501418828964233","506.355926513672","0.97438645362854","","71.8517990112305","","0.0891382470726967","","2.27433824539185","0.189601376652718","0.00970419775694609","0.557499170303345","0.183022201061249","1.06033945083618","47.6064300537109","117.271133422852","0.512411117553711","1388.04968261719","224.61994934082","30.0098915100098","12.2092523574829","64.0098114013672","","13.3245372772217","489.832977294922","2.20967817306519","166.723571777344","29.4188537597656","0.0406130217015743","42.7054901123047","","","382.461975097656","","","1.3538281917572","3.76263833045959","18.2295455932617","1085.32482910156","0.241572245955467","4.68445062637329","","","11.9703483581543","5.97257328033447","3.38900685310364","52.5899658203125","","0.165026932954788","97.5082702636719","0.53746110200882","0.115294627845287","16.4407730102539","","","40.3965148925781","","4.9722204208374","","2.08964037895203","","2.91428637504578","0.0","3.9587562084198","0.155924826860428","","1.12446260452271","48.562141418457","169.383453369141","","","689.481323242188","1.36335527896881","0.0203111544251442","87.703254699707","","19.8658466339111","3.27158093452454","76.2949295043945","","0.703579843044281","5.46193647384644","0.839727699756622","21.6917743682861","862.162353515625","141.39860534668","33.6674194335938","","","23.6121997833252","9.98980522155762","0.43868362903595","21.8796615600586","","0.00352613092400134","7.76621341705322","1.02702510356903","0.0","6.66266536712646","1.61126351356506","","18.2022953033447","33.0191841125488","1.04704201221466","","177.531188964844","117.068145751953","278.793273925781","0.0378389097750187","0.0190755240619183","0.0418044216930866","42.2582511901855","0.00183741899672896","0.118513002991676","22.967357635498","110.873504638672","23.0787410736084","0.7323859333992","1.37904846668243","214.35237121582","","0.206015005707741","15.3530178070068","0.437473386526108","2.20141291618347","8.87412452697754","","","","6.54280090332031","18.3312435150146","","2152.35424804688","152.373336791992","3.36467218399048","","7.53819561004639","0.521326899528503","880.917236328125","","","0.800710737705231","2.22946190834045","","15049.438686237769"
"Austria","0.0","1.8612197637558","1.16212630271912","","","0.0","0.0","0.731517732143402","1.16022622585297","","8.11761093139648","0.0","0.288132667541504","","","7.68047857284546","0.0","0.226931944489479","44.0292129516602","0.0","0.0","","0.0","0.0","218.112976074219","0.0","13.3387155532837","","11.4160165786743","0.0","0.0","0.62311178445816","0.0","","0.0","","","","","0.00582243269309402","64.7127990722656","0.0","","","","0.0","0.0","97.1200561523438","","0.222288683056831","275.113525390625","6.66494035720825","0.0","0.0","0.0","0.0","76.4223251342773","0.0","","","0.493196099996567","0.0","","0.0","4.4056339263916","87.0735244750977","","","0.0","0.80738091468811","781.728759765625","0.0","","2.07163381576538","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","185.191986083984","0.144718423485756","72.8487396240234","3.95562744140625","15.6952724456787","1.23869585990906","0.72528076171875","","2.85963535308838","64.7155456542969","0.0","9.06550979614258","3.39423680305481","0.0","0.0","","","10.0463132858276","","","0.0","0.0","1.46066105365753","17.3086585998535","0.0","0.0","","","1.65624403953552","19.0848731994629","0.0","18.5098209381104","","0.0","0.0","0.0","0.0","0.02729138918221","","","0.0","","1.80734193325043","","1.31723845005035","","0.0","0.0","2.83424353599548","0.0","","0.0","0.0","12.1589365005493","","","0.457708656787872","0.0","0.0","103.565765380859","","3.98426103591919","0.0","10.2635116577148","","0.0","0.0","0.0","3.09416508674622","68.1070327758789","170.543228149414","2.20750689506531","","","78.1100845336914","4.36957359313965","0.0","0.0","","0.0","0.423329532146454","0.0","1846.20764160156","0.0","0.0","","77.7072601318359","73.1598968505859","0.0","","3.43058896064758","20.2983226776123","0.0","0.0","0.0","0.0","0.910121321678162","0.0","0.0","9.46193218231201","117.006896972656","5.6943154335022","0.0","0.0","18.5192966461182","","0.0","0.0","0.0","9.78341388702393","35.8771438598633","","","","0.0","4.92380666732788","","15.9670438766479","17.9725246429443","0.0","","0.0","0.0","14.3516845703125","","","0.0914916321635246","0.0","","4868.126583687493"
"Azerbaijan","0.0","0.0","0.0","","","0.0","0.0","0.0","62.481143951416","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","4.68468570709229","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","23.1651153564453","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","8.99836158752441","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","99.329306602478"
"Bahamas, The","0.0","0.0","0.0","","","0.0","0.00362363830208778","0.00481405574828386","0.0","","0.216647103428841","0.0992111936211586","0.0","","","0.0","0.0769174620509148","0.0","0.408964663743973","0.0188549235463142","0.0","","0.0","0.0","0.0","0.0","0.151439756155014","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.586798250675201","0.0616557337343693","","","","0.243610769510269","0.0","0.0","","0.0","0.0","0.162079587578774","0.0","0.0154141448438168","0.244508683681488","0.0320177040994167","0.0","0.0","","","0.0","0.0","","0.0","0.0","1.43745875358582","","","0.0","0.0","0.778799712657928","0.0141209727153182","","0.0253471974283457","","0.0195379015058279","","0.0718685835599899","0.0","0.0","0.513372957706451","29.16676902771","0.0580925233662128","0.0121327936649323","0.0","0.0","1.29122889041901","0.0","0.0","0.0","0.0626355335116386","","0.0124639989808202","0.176813155412674","6.87271976470947","0.126559302210808","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.138562127947807","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0504417009651661","","","0.0245213750749826","0.00932703725993633","0.0","2.03373050689697","","0.0401859804987907","0.0","0.0","","0.0431976318359375","0.0","0.0","0.092315673828125","0.694491028785706","0.0171804372221231","0.0137336589396","","","0.0303012859076262","0.0111997621133924","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.103938214480877","0.328938990831375","0.0268375612795353","0.0149041544646025","0.0394387654960155","0.0172940529882908","0.0","0.0","0.0","0.0681005790829659","1.1010228395462","0.0","0.0","0.0","0.022571163251996","","0.0","0.0","0.0751058086752892","0.0","0.00361483939923346","","","","0.0","0.0","","2.7821581363678","7.41031312942505","0.0","","0.0","0.00531573873013258","0.0","","","0.0","0.0","","58.165220921160696"
"Bahrain","0.0","0.0","3.22306323051453","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0755426660180092","0.0","0.0","0.0","187.750839233398","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","759.621398925781","0.0","32.5097122192383","0.433743745088577","0.0","","0.0","0.0","0.0","0.0","2.05846357345581","0.0","0.0","","","0.0","","","0.0","0.0","0.0","2.87197327613831","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","4.65518665313721","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","1.76203179359436","160.87419128418","","0.0","0.0","0.0","0.0","137.984725952148","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","8.56628227233887","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","3.72093534469604","0.0","0.0","0.0","0.0","2.76700711250305","0.0","0.0","0.0","","0.0","0.0","0.0","2.2879810333252","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","1.63574528694153","0.0","","1312.7988236024967"
"Bangladesh","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4082.02954101563","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","40.4715576171875","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","4122.501098632818"
"Barbados","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.114822588860989","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.200171768665314","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.560722768306732","","0.0","0.0","0.0","2.37513899803162","0.0","0.0","0.0","0.0","0.0","3.0838041305542","0.0","0.0","0.0","0.0","","0.0","0.0","1.44283938407898","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","3.04800605773926","3.79009008407593","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.562678456306458","0.0","0.0","","","","0.0","0.0","","6.86612510681152","2.69992256164551","0.0","","0.0","0.0","0.0","","","0.0","0.0","","24.744321905076514"
"Belarus","0.0","0.0","0.0","","","0.0","0.0","0.0","9.57286071777344","","0.0","0.0","4.68712854385376","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","1.73863315582275","11.0017948150635","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0311996471136808","0.0","","","0.0","","","0.0","0.0","3.35044860839844","0.0","0.0","0.0","","","11.7989625930786","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","5.50324869155884","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","483.813690185547","0.0","","","0.0","315.231201171875","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","132.837265014648","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","979.566433144733"
"Belgium","0.327017784118652","1.44220566749573","33.5919799804688","","","0.00128676765598357","0.00140302488580346","1.1408759355545","2.22935628890991","","5.53573942184448","20.4795894622803","0.160373225808144","","","5.09422206878662","0.0265644565224648","0.219450041651726","0.0","0.0237263292074203","0.418904602527618","","0.0322882197797298","1.61042773723602","0.0830226987600327","0.0271866619586945","20.1697521209717","","3.80424427986145","0.117243014276028","2.03213262557983","1.10353899002075","1.6188827753067","","0.563008368015289","","","","","0.0254987236112356","110.762031555176","8.25151062011719","","","","0.857285559177399","1.09055912494659","0.0787686631083488","","0.183765962719917","17.1368217468262","18.5283241271973","0.345399767160416","0.0340670980513096","4.81680250167847","4.42873525619507","16.2601699829102","1.1766163110733","","","3.02076029777527","1.55755686759949","","0.0208095777779818","9.47286224365234","1958.32983398438","","","0.37163633108139","0.499962776899338","341.670257568359","0.959652245044708","","7.78756523132324","","0.00454567605629563","","4.4361629486084","0.404085993766785","0.0678053125739098","0.0809416621923447","3.39630126953125","0.624533474445343","1.10006296634674","34.691764831543","0.178157433867455","97.6430358886719","12.5424833297729","5.47884607315063","0.415327250957489","4.03661823272705","","4.98534297943115","269.394653320313","0.675110697746277","18.0687026977539","3.81612634658813","0.0161759257316589","2.77613401412964","","","28.5068302154541","","","0.365069538354874","0.496597468852997","5.64297771453857","50.1849670410156","0.0248235072940588","0.846842110157013","","","7.05264663696289","355.010437011719","0.0727548599243164","0.0549206100404263","","0.014096119441092","0.501458168029785","0.00457374937832356","0.438222259283066","0.0528062470257282","","","6.30615615844727","","2.91251063346863","","1.03609943389893","","0.459954649209976","0.0","409.785247802734","0.0698316022753716","","0.0367007367312908","2.48153829574585","226.583755493164","","","0.569798827171326","0.344811111688614","0.310543388128281","53.0229568481445","","7.0946216583252","0.0208095610141754","28.6373481750488","","0.488355547189713","0.00885186158120632","0.52865469455719","6.4938759803772","47.0005531311035","95.0932922363281","46.7592620849609","","","29.3887100219727","16.3122596740723","16.2321910858154","0.00474570691585541","","0.0077245831489563","0.322504311800003","6.39981651306152","0.0","0.217552527785301","0.358401268720627","","3.92016530036926","0.0927355363965034","0.00212207064032555","","4.87734651565552","280.422393798828","2.65215063095093","0.0","0.00523589411750436","0.00118052470497787","0.507465660572052","0.012194468639791","0.0297806859016418","11.9875717163086","43.5605506896973","7.52832221984863","0.197439789772034","0.171488299965858","26.2350158691406","","2.54023671150208","0.00436276476830244","0.0267846770584583","39.056568145752","20.9172859191895","","","","1.06038570404053","2.23478436470032","","45.6697540283203","28.9292411804199","0.140739187598228","","0.059360358864069","0.205915883183479","37.1920928955078","","","0.0534664839506149","0.125048384070396","","5089.333240221725"
"Belize","0.0","0.0","0.0","","","0.0","0.000654238450806588","0.00307285087183118","0.0","","0.0496755018830299","0.0662669464945793","0.0","","","0.00306257838383317","0.0109858512878418","0.0","0.11967146396637","0.0","0.0","","0.0","0.0501240715384483","0.0","0.00233665085397661","0.0383263900876045","","0.0","0.0","0.0","0.0","0.0","","0.000961463199928403","","","","","5.7922017731471e-05","6.81539106369019","0.0459687449038029","","","","0.340739578008652","0.0","0.0115557909011841","","0.000984687590971589","0.0212860386818647","0.0510761067271233","0.0","0.000886130088474602","0.0511817522346973","0.00509381899610162","0.0122160036116838","18.21923828125","","","0.00306728878058493","0.000694420305080712","","0.00170175230596215","0.0","0.121003143489361","","","0.0","0.0114920381456614","0.32009944319725","0.00171551166567951","","0.000668070511892438","","0.00767289800569415","","74.8069686889648","0.000648918328806758","0.00124493602197617","0.0647036731243134","0.0502808652818203","22.3681964874268","0.0774239525198936","0.0","0.0","1.57670497894287","0.0125931948423386","0.020234877243638","0.000525949581060559","0.00948690623044968","","0.00343425432220101","0.0332608856260777","0.743063628673553","0.0331949815154076","0.0","0.0","0.00231587537564337","","","0.112042814493179","","","0.0","0.0","0.0","0.425949901342392","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0010084449313581","0.00600113347172737","0.0","0.0","0.0","","","0.00212428043596447","","5.4243369102478","","0.0","","0.00849760882556438","0.0","0.0","0.0","","0.0","0.00455619161948562","0.0266376864165068","","","0.00561982393264771","0.401929974555969","0.00635498063638806","1.35270583629608","","0.0168370995670557","0.0","0.0370144322514534","","0.157614350318909","0.0","0.127196073532104","0.0322319343686104","0.0932870656251907","0.00280210142955184","0.00914306193590164","","","0.0","0.00189832970499992","0.0","0.0","","0.0","0.00181281752884388","0.0","0.0","0.0","0.000721665390301496","","0.0","0.0","0.0","","0.0259031429886818","0.128810912370682","0.0553486309945583","0.0","0.000899399863556027","0.00299478182569146","0.0","0.0","0.0","0.00307706044986844","0.104410797357559","0.0","0.0","0.0","0.0","","0.0","0.0","0.0111443381756544","0.0","0.0","","","","0.00183637428563088","0.0","","0.634721338748932","4.44968175888062","0.0","","0.0","0.00203854287974536","0.0038198116235435","","","0.0","0.0","","139.87622295545225"
"Benin","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.812870383262634","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","21.2119827270508","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","22.4269142150879","580.211669921875","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","31.3764724731445","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","656.0399097204208"
"Bermuda","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","3.30393648147583","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","9.6599006652832","7.18427467346191","0.0","","0.0","0.0","0.0","","","0.0","0.0","","20.14811182022094"
"Bhutan","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","4.32599925994873","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","159.599578857422","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.374356001615524","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","1.97975933551788","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.215267717838287","0.0","","0.0","0.0","0.0","","","0.0","0.0","","166.4949611723424"
