"Bilateral Remittance Estimates for 2010 using Migrant Stocks, Host Country Incomes, and Origin Country Incomes (millions of US$) (May 2013 Version)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Côte d'Ivoire","Croatia","Curaçao","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","São Tomé and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Total"
"Madagascar","0.0","0.0","4.83052825927734","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0424166172742844","0.0","0.0","2.13128876686096","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","16.3309936523438","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.199338391423225","0.0","","","0.0","0.0","","0.0","0.0","118.92699432373","","","0.0","0.0","1.16635656356812","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.7984619140625","0.0","0.0","0.0","0.0","","0.0","0.551692008972168","0.0","0.14998833835125","0.0","0.000164529745234177","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.538532555103302","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","3.42182731628418","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0753804892301559","0.0","0.0","","0.0","0.0","0.0","0.0","0.0120740979909897","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","1.31293916702271","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.00326488958671689","","0.304503858089447","0.451062738895416","0.0","","0.0","0.0","0.155235573649406","","","0.0","0.0","","166.4030440514612"
"Malawi","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.6086235046387","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","10.2569513320923","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","5.86469984054565","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.53568172454834","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","3.36181926727295","","37.627775669097936"
"Malaysia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","24.7973957061768","0.0","0.0","","","276.396301269531","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","662.387451171875","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","421.320220947266","3626.67333984375","0.0","0.0","0.0","","0.0","0.0","0.0","44.9959487915039","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","3.65490865707397","0.0","0.0","0.0","","0.0","0.0","29.2160034179688","","0.0","0.0","0.0","0.0","1085.40612792969","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","8.50490474700928","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","317.060211181641","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","20.1276664733887","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","6520.540480136874"
"Maldives","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Mali","0.0","0.0","0.82847386598587","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.167604327201843","","0.0","0.0","0.0","0.0","0.0","","0.0","1.71463513374329","0.0","0.0","0.15506038069725","","0.0","","","","","0.0","0.0","0.0","","","","0.0","21.0162773132324","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","25.0464687347412","","","0.573932826519012","0.0","0.0","0.245065972208977","0.0","","0.0","","0.0","1.31684625148773","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0214699767529964","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","1.6064727306366","19.5456142425537","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","17.8235359191895","0.0","0.0","0.154295772314072","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.549491047859192","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","90.76524449512362"
"Malta","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","8.80117702484131","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","1.22870421409607","","","0.0","0.0","1.74650919437408","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","1.35963988304138","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","8.06297302246094","1.50553214550018","0.0","","0.0","0.0","0.0","","","0.0","0.0","","22.704535484313958"
"Marshall Islands","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.536869883537292","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.155590921640396","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.183479622006416","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.00194298685528338","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0182765554636717","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.00644189538434148","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.9026018648874006"
"Mauritania","0.000323348067468032","0.0","3.6962673664093","","","0.0","0.0","0.0711508989334106","0.00185053946916014","","0.0","0.0","0.00182579597458243","","","0.0198086276650429","0.0","0.00126430008094758","2.3997802734375","0.0","0.295763552188873","","0.0","0.0","0.0","0.0","0.685180306434631","","0.0","0.0","0.0","0.0","0.166318625211716","","0.0","","","","","0.000223681723582558","1.29161250591278","0.0","","","","0.0","0.0958866626024246","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","1.05834531784058","0.0","","","0.0","0.0","","0.0","0.0","22.7463607788086","","","0.0","0.00121742836199701","0.194218873977661","0.0356523878872395","0.0","","0.0","","0.0","0.511230230331421","0.520746946334839","0.0","0.00223487941548228","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0122341280803084","0.0","","0.0","0.181180983781815","0.0","0.0","0.0","0.000432265253039077","0.0","","","0.486154466867447","","","0.00251692137680948","0.0","0.0","2.06739473342896","0.0","0.0","","","0.0073272343724966","0.0","0.0","0.0","","0.0","0.0","0.0","5.1028938293457","0.0","","","0.0","0.0","","0.00250988849438727","","0.0","0.0","0.831216335296631","0.0","","0.0","0.0","0.0854213759303093","","0.0","0.0","0.0874427333474159","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.00755931530147791","0.0","0.0","0.0","","","0.0407022535800934","0.0260341409593821","0.0","0.0","","0.0","0.660677433013916","101.926071166992","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","1.10270476341248","0.0","0.0","0.0","","0.0","0.079441212117672","0.0","0.0","0.0","0.164259791374207","0.41286700963974","0.0040555689483881","0.0","0.0","","0.138695016503334","0.0","0.0","1.11272788047791","0.0","","","","0.0","0.0142962839454412","","0.0","0.407903462648392","0.0","","0.0","0.0","0.0","","","0.00913457851856947","0.0","","148.77111810007756"
"Mauritius","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","1.54923272132874","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","82.9663162231445","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","44.2303314208984","","","0.0","0.0","6.9866943359375","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0270197112113237","0.0","0.0","26.5227088928223","0.0","0.0","0.0","0.0","","0.0","2.05949568748474","0.0","0.13583642244339","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0752327740192413","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.202030435204506","0.0","","","0.0","0.0","0.0","","2.82267093658447","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","4.84464454650879","0.348918050527573","0.0","","0.0","0.0","0.0","","","0.0","0.0","","172.77113215811548"
"Mayotte","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Mexico","0.00391971739009023","0.00861755758523941","0.191958382725716","","","0.00159938249271363","0.00793646089732647","5.91342449188232","0.0826630592346191","","1.4651095867157","3.64709520339966","0.022021658718586","","","0.0332117080688477","0.00106025533750653","0.000964535982348025","24.3464775085449","2.02428722381592","0.0","","0.0","2.4752254486084","0.0297968126833439","0.0","8.85148429870605","","0.338932275772095","0.000449886603746563","0.00057148898486048","0.00193773850332946","0.00222160783596337","","0.000916614080779254","","","","","0.026767622679472","13.9677925109863","15.8089094161987","","","","12.2790861129761","0.00268295407295227","0.128272950649261","","","0.019525621086359","1.76057195663452","1.63707029819489","","0.0602725744247437","3.37180042266846","3.43925476074219","0.504284739494324","17.0502910614014","","","0.0188819766044617","0.00977614708244801","","0.00205864920280874","0.477186173200607","80.5834197998047","","","0.00887038931250572","0.101961351931095","30.0120754241943","0.00288267899304628","0.530882000923157","","0.106268808245659","","129.823043823242","0.00188297929707915","0.000668159802444279","0.011347834020853","0.500344812870026","18.505464553833","0.0","1.51945161819458","0.0132899982854724","2.28169202804565","0.25370392203331","0.193980321288109","0.0065332860685885","0.216733798384666","","1.99685370922089","10.6271886825562","0.19526095688343","9.96674823760986","0.32031312584877","0.000113645859528333","0.0329591855406761","","","10.1216278076172","","","0.0601055286824703","0.000126382408780046","0.0560563169419765","17.5508327484131","0.00242359633557498","0.000614468764979392","","","0.375985205173492","0.633392989635468","0.012178716249764","0.00229707220569253","","0.000371232279576361","0.0388070493936539","0.00228717806749046","0.0","0.0019171308958903","","","0.0106829386204481","0.0","","0.0199922006577253","","0.0612406581640244","0.0","0.404445558786392","0.00159536115825176","","0.00282820872962475","0.0","2.23851013183594","","0.146589547395706","3.74902439117432","0.0","0.793262898921967","","0.726323485374451","0.00369913270696998","0.152138039469719","","6.15740537643433","0.000238832653849386","0.406444549560547","11.2311315536499","1.77895104885101","3.12647294998169","0.623622953891754","","","0.46140918135643","0.89317262172699","0.0","0.00911316741257906","","0.000524748407769948","0.220733344554901","0.0504802875220776","0.0","0.00598442414775491","0.000417863338952884","","","0.101397976279259","0.111092202365398","0.0","","0.130800560116768","231.023132324219","0.0877522453665733","0.0","0.0355139560997486","","0.0010742440354079","0.00710601732134819","0.000157062604557723","0.0","1.34729063510895","15.16344165802","0.976077079772949","0.0229741875082254","0.00283693778328598","0.254126310348511","","0.00383422733284533","0.0","0.00957521609961987","0.0763235464692116","0.0751852616667748","","","","0.00860081519931555","0.2623310983181","","6.23120403289795","1108.55065917969","0.53556764125824","","0.0","1.02281260490417","0.139452621340752","","","0.00335621042177081","0.000800004054326564","","1836.150238721314"
"Micronesia, Fed. Sts.","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","2.16883039474487","0.0","","0.0","0.0","0.0","","","0.0","0.0","","2.16883039474487"
"Moldova","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.843356490135193","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","44.6547813415527","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","69.6714553833008","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","137.64192199707","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","252.81151521205868"
"Monaco","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","16.138786315918","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","89.4319915771484","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","11.1505527496338","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","2.43366432189941","0.775687575340271","0.0","","0.0","0.0","0.0","","","0.0","0.0","","119.93068253993988"
"Mongolia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","11.8277149200439","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0542299896478653","0.0","","","1.49977076053619","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","1.98300278186798","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","15.364718452095936"
